	level_0	Unnamed: 0	index	sentence	label
1943	2156	2156	2391	Name the company that used the line , `` Even your best friend won 't tell you '' in its ad ?	3
1944	2157	2157	2393	How does ultraviolet light damage the DNA of skin cells ?	1
1945	2158	2158	2394	What was the verdict in the trial of Lizzie Borden ?	1
1946	2159	2159	2395	What U.S. President had brothers-in-law in the Confederate army ?	3
1947	2160	2160	2396	Who is the Queen of Holland ?	3
1948	2161	2161	2397	What does the Greek word polis mean , as in Minneapolis ?	1
1949	2162	2162	2398	Where can I find detailed information about Manchukuo ?	4
1950	2163	2163	2399	What actor learned to play the saxophone and speak Russian for a role in a movie ?	3
1951	2164	2164	2400	Who says , `` If you don 't look good , we don 't look good '' ?	3
1952	2165	2165	2401	Who was Secretary of State during the Nixon administration ?	3
1953	2166	2166	2402	How much money does each player get at the beginning of the game in Monopoly ?	5
1954	2167	2167	2405	What state was named the Green Mountain state ?	4
1955	2168	2168	2408	What are all the southern states of the United States ?	4
1956	2169	2169	2409	Who is Johnny Carson ?	3
1957	2170	2170	2410	What does 7847+5943 equal ?	5
1958	2172	2172	2412	Why do the chickenpoxs last so long ?	1
1959	2175	2175	2415	What is Dick Clark 's date of birth ?	5
1960	2176	2176	2416	What does the name `` Sheri '' mean ?	1
1961	2177	2177	2417	What is the only primate to lack pigment in the palms of its hands ?	2
1962	2179	2179	2421	What tale has the moral : `` He who wants everything gets nothing '' ?	2
1963	2180	2180	2422	What U.S. university boasts the largest library ?	3
1964	2181	2181	2423	In which year was the cartoon character Chilly Willy created ?	5
1965	2182	2182	2424	What do Japanese school uniforms look like ?	1
1966	2184	2184	2426	Where can I find the history of the Taiwanese language ?	4
1967	2185	2185	2427	What state is Mount McKinley in ?	4
1968	2186	2186	2428	How did people respond to the idea of the first millenium ?	1
1969	2187	2187	2429	Which classical Spanish writer said `` All that glitters is not gold '' ?	3
1970	2188	2188	2430	What is swap math ?	1
1971	2189	2189	2431	What is hypnotherapy ?	1
1972	2190	2190	2432	What is RCD ?	0
1973	2191	2191	2433	How large is Missouri 's population ?	5
1974	2192	2192	2434	Which cats pursued Tweety Pie in his first cartoon appearance ?	2
1975	2193	2193	2435	What is the biblical meaning of ` stones ' ?	1
1976	2194	2194	2436	Which organization is the Security Council a part of ?	3
1977	2195	2195	2437	When was the internal combustion engine developed ?	5
1978	2196	2196	2438	How can I find out my biorhythm ?	1
1979	2197	2197	2439	Who painted `` Soft Self-Portrait with Grilled Bacon '' ?	3
1980	2198	2198	2440	What company markets a shampoo `` for brunettes only '' ?	3
1981	2199	2199	2441	What is a fear of touching ?	2
1982	2201	2201	2443	Who killed Caesar ?	3
1983	2202	2202	2444	Where is Kings Canyon ?	4
1984	2203	2203	2446	Why are organ transplants more successful today ?	1
1985	2204	2204	2447	Which is the most-used computer program ?	2
1986	2206	2206	2449	What animal has the best hearing ?	2
1987	2207	2207	2450	What time does Wee Willie Winkie run through the town ?	5
1988	2208	2208	2451	What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?	5
1989	2209	2209	2452	What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?	5
1990	2210	2210	2453	What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?	2
1991	2211	2211	2455	What Asian country once thrilled to the sport of cricket fighting ?	4
1992	2212	2212	2457	Who is Count Cinzano ?	3
1993	2213	2213	2458	Who 's won the most Oscars for costume design ?	3
1994	2214	2214	2459	What Ernest Hemingway novel had the working title Fiesta ?	2
1995	2215	2215	2460	What color of Monopoly properties are landed on most often ?	2
1996	2216	2216	2461	Which Beatles disc cover honors the Rolling Stones ?	2
1997	2217	2217	2463	What is the average life expectancy of a male in Ireland in 1996 ?	5
1998	2218	2218	2464	What is `` Vocal Sampling '' ?	1
1999	2219	2219	2465	How do windmills work ?	1
2000	2220	2220	2466	What ocean liner burned and sank in Hong Kong harbor ?	2
2001	2221	2221	2467	What city is near the mouth of the Amazon ?	4
2002	2222	2222	2468	What U.S. vice-president once declared : `` If you 've seen one slum , you 've seen them all '' ?	3
2003	2223	2223	2469	Who wrote The Red Badge of Courage ?	3
2004	2224	2224	2470	What money was used by them ?	2
2005	2225	2225	2471	What color , s , appear on boxes of Kodak film ?	2
2006	2226	2226	2472	Where did the Inuits live ?	4
2007	2227	2227	2473	What is the origin of the word trigonometry ?	1
2008	2228	2228	2474	What is Compaq 's mission statement ?	1
2009	2229	2229	2475	What was the name of the 1899 policy forced on China by which all nations had equal trading rights ?	2
2010	2230	2230	2476	What British monarch 's lap did P.T. Barnum 's Tom Thumb sit in ?	3
2011	2231	2231	2477	How did Rocky Marciano die ?	1
2012	2232	2232	2478	Who invented the road traffic cone ?	3
2013	2233	2233	2479	What is the name of Joan Jett 's band ?	3
2014	2234	2234	2480	Which of the following people is not associated with Andy Warhol ?	3
2015	2235	2235	2481	What does Visine get out ?	2
2016	2236	2236	2482	What civilization invented the arch ?	3
2017	2237	2237	2484	What is an example of a famous rock band from the sixties ?	3
2018	2238	2238	2485	What former royal palace has served as a granary , prison , arsenal , leper colony , mint , telegraph station and whorehouse before becoming an art museum ?	4
2019	2239	2239	2486	Where was `` I have fallen , and I can 't get up '' said first ?	4
2020	2240	2240	2487	What president 's ghost is said to haunt the White House ?	3
2021	2241	2241	2488	What are the names of Jack 's original roommates on Three 's Company ?	3
2022	2242	2242	2489	What is the definition of hazmat ?	1
2023	2243	2243	2490	How many URL extensions are there ? and what are they ?	5
2024	2244	2244	2491	Where did the Wright brothers make their first flight ?	4
2025	2245	2245	2492	Who won the Battle of Gettysburg ?	3
2026	2246	2246	2493	What do you get by mixing gin and vermouth ?	2
2027	2249	2249	2496	What is the snowiest city in the U.S. ?	4
2028	2250	2250	2497	What is crabgrass ?	1
2029	2251	2251	2498	What book opens : `` At a certain village in La Mancha , which I shall not name.. . '' ?	2
2030	2252	2252	2499	Who is Stephen Hawking ?	3
2031	2253	2253	2500	What does SHIELD stand for ?	0
2032	2254	2254	2501	How do you say , `` I love you '' in other languages ?	2
2033	2255	2255	2502	What is The Gay Science ?	1
2034	2256	2256	2503	Why is Jane Goodall famous ?	1
2035	2257	2257	2504	What is the chemical reactivity of helium ?	5
2036	2258	2258	2505	The name of the actor who played the detective in the film Kindergarden Cop is what ?	3
2037	2259	2259	2506	What is main reason for that electric vehicles can 't be popular nowadays ?	1
2038	2260	2260	2507	What is the difference between optical and digital video ?	1
2039	2261	2261	2508	What clause in the U.S. Constitution may not be changed , altered or amended ?	1
2040	2262	2262	2509	What 's new in the postal world in 1999 ?	1
2041	2263	2263	2510	What actor came to dinner in Guess Who 's Coming to Dinner ?	3
2042	2264	2264	2511	What is the difference between the anus and the rectum ?	1
2043	2266	2266	2513	What is the difference between college and graduate school ?	1
2044	2267	2267	2514	How do I change a file from an ART file to a JPEG or Bitmap file ?	1
2045	2268	2268	2515	What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?	1
2046	2269	2269	2516	What engineer invented the pull-tab can ?	3
2047	2271	2271	2520	When do you plant winter wheat ?	5
2048	2272	2272	2522	How many counties are in Indiana ?	5
2049	2273	2273	2523	Which college did Dikembe Mutombo attend ?	3
2050	2275	2275	2525	Who was the first black woman to star in the Folies Bergeres ?	3
2051	2276	2276	2526	What Aesop 's fable has the moral : `` The race is not always to the swift. Slow and steady is bound to win '' ?	2
2052	2277	2277	2527	What famed strip of land is a 15-minute boat trip across the Venetian Lagoon from Venice ?	4
2053	2278	2278	2528	How is water treated to make it safe to drink ?	1
2054	2279	2279	2529	What is a hydrogen bond ?	1
2055	2280	2280	2530	What is the exchange rate between England and the U.S. ?	5
2056	2282	2282	2532	What is the protection rate of using condoms ?	5
2057	2283	2283	2534	Which continent has the most roses ?	4
2058	2284	2284	2535	What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?	2
2059	2285	2285	2536	How do you write a correct critical analysis of a poem ?	1
2060	2286	2286	2537	How do I check if my modem is v.9 compatible ?	1
2061	2287	2287	2538	What is your favorite color ?	2
2062	2288	2288	2539	What is the longest chemical name , consisting of 35 letters ?	2
2063	2289	2289	2540	How many corners does a spritsail have ?	5
2064	2290	2290	2541	What bottled-up TV character was born in Baghdad ?	3
2065	2291	2291	2542	What is a multiplexer ?	1
2066	2292	2292	2543	What credit card features a centurion on its face ?	2
2067	2293	2293	2544	What are the four largest mountain ranges on the Asian continent ?	4
2068	2294	2294	2546	What does caliente mean , in English ?	1
2069	2295	2295	2548	What is the mission of Nike ?	2
2070	2296	2296	2550	How far can you see ?	5
2071	2297	2297	2551	What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7 , 1989 ?	2
2072	2298	2298	2552	Why can 't you taste anything when you have a cold ?	1
2073	2299	2299	2553	Where in the Bible does it tell about Jesus Christ 's brothers and sisters ?	4
2074	2300	2300	2554	What country boasts the southernmost point in continental Europe ?	4
2075	2301	2301	2555	When did Nostradamus believe World War III would begin ?	5
2076	2302	2302	2556	What is so powerful about Power Bars ?	1
2077	2303	2303	2557	What do the Japanese call Japan ?	2
2078	2304	2304	2558	What country was Brian Boru an 11th-century king of ?	4
2079	2305	2305	2559	What happens when a body part falls asleep ?	1
2080	2308	2308	2562	Who asked the musical question : `` Have you ever been to electric lady land ? ''	3
2081	2310	2310	2564	What is June 's birthstone ?	1
2082	2312	2312	2567	Who played the part of the Godfather in the movie , ` The Godfather ' ?	3
2083	2313	2313	2568	When was London 's Docklands Light Railway constructed ?	5
2084	2314	2314	2569	Who invented the Wonderbra ?	3
2085	2315	2315	2570	What is the origin of the proverb `` A stitch in time saves nine '' ?	1
2086	2316	2316	2572	Why is Thanksgiving on a Thursday ?	1
2087	2317	2317	2573	How do telephones work ?	1
2088	2318	2318	2574	What 's the main vegetable in vichyssoise ?	2
2089	2319	2319	2575	How long did the Charles Manson murder trial last ?	5
2090	2320	2320	2577	Who owns the St. Louis Rams ?	3
2091	2321	2321	2579	What beer tells us , `` Grab all the gusto you can get . '' ?	2
2092	2322	2322	2580	What is the geographical center of the US including Alaska and Hawaii ?	4
2093	2323	2323	2581	Which side of the face do most artists tend to show more of in self-portraits ?	2
2094	2324	2324	2582	What is diabetes ?	1
2095	2325	2325	2584	When do MORMONS believe Christ was born ?	5
2096	2326	2326	2586	What is a fear of punishment ?	2
2097	2327	2327	2587	What is average salary of restaurant manager in United States ?	5
2098	2328	2328	2588	What comic strip sometimes features a mailman named Beasley ?	2
2099	2329	2329	2589	What device provided a new way to listen to music in 1963 ?	2
2100	2331	2331	2591	On average , how long time does it take to type a screenplay ?	5
2101	2332	2332	2592	What does the abbreviation IOC stand for ?	0
2102	2333	2333	2593	What 's a short ton ?	1
2103	2334	2334	2594	How long do cardinal eggs incubate ?	5
2104	2335	2335	2595	What two body parts grow all your life ?	2
2105	2336	2336	2596	What Texas surgeon performed the first artificial heart transplant ?	3
2106	2337	2337	2597	What country has the port of Haifa ?	4
2107	2338	2338	2598	What is the main ingredient of yogurt ?	2
2108	2339	2339	2599	What is the recipe for Eggs Benedict ?	2
2109	2340	2340	2600	What is the address for the main government office in Rome , Italy ?	4
2110	2341	2341	2602	What is the electronic device used to produce visual displays corresponding to electric signals ?	2
2111	2342	2342	2603	What is goldenseal ?	1
2112	2343	2343	2604	Who made the most appearances in the center square on Hollywood Squares ?	3
2113	2345	2345	2606	What is the chemical composition of a Barbie ?	2
2114	2346	2346	2607	How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?	5
2115	2347	2347	2610	What is Tetrinet ?	1
2116	2348	2348	2612	What is the longest English word that can be formed using just the first row of letters on a typewriter ?	2
2117	2349	2349	2613	What is Chiricahua the name of ?	2
2118	2350	2350	2614	What 's the green variety of beryl called ?	2
2119	2351	2351	2615	What was the name of Captain Bligh 's ship ?	2
2120	2352	2352	2616	Which is heavier - cream or milk ?	2
2121	2353	2353	2618	Where is Romania located ?	4
2122	2354	2354	2619	How many films are made by the major studios in a year ?	5
2123	2355	2355	2620	How many small businesses are there in the U.S .	5
2124	2356	2356	2623	What city did the Mormons establish as their headquarters in 1847 ?	4
2125	2357	2357	2624	What is amezaiku ?	1
2126	2358	2358	2625	What two countries are linked by the Brenner Pass ?	4
2127	2359	2359	2626	What new games are available for Nintendo 64 ?	2
2128	2360	2360	2627	Mississippi has what name for a state nickname ?	4
2129	2361	2361	2628	What is the predominant color of the Tab label ?	2
2130	2362	2362	2629	What U.S. city was named for St. Francis of Assisi ?	4
2131	2363	2363	2630	How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ?	5
2132	2364	2364	2631	What is the definition of `` chancery '' file in real estate ?	1
2133	2365	2365	2632	Who is the sexiest women in the world ?	3
2134	2366	2366	2633	What day is known as the `` national day of prayer '' ?	5
2135	2367	2367	2634	Where can I get a photograph of professor Randolph Quirk ?	4
2136	2368	2368	2635	Who was the supreme god of Germanic religion ?	3
2137	2369	2369	2636	How do you handle a hungry man ?	1
2138	2370	2370	2637	Who 's played the most games for the New York Yankees ?	3
2139	2371	2371	2638	What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ?	3
2140	2372	2372	2639	What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?	3
2141	2373	2373	2640	What are the conjugations of wake and woke ?	2
2142	2374	2374	2642	What was Einstein 's IQ ?	5
2143	2375	2375	2643	Name the first Russian astronaut to do a spacewalk .	3
2144	2376	2376	2645	What are John C. Calhoun and Henry Clay known as ?	2
2145	2377	2377	2648	How many real fruit juices are there in a can of Hawaiian Punch ?	5
2146	2378	2378	2649	What is the abbreviation of the National Bureau of Investigation ?	0
2147	2379	2379	2651	What lake is the source of the White Nile ?	4
2148	2380	2380	2652	Garry Kasparov plays what game ?	2
2149	2382	2382	2654	What is Zionism ?	1
2150	2383	2383	2655	What cable network bills itself as `` the family entertainer '' ?	3
2151	2384	2384	2656	How many points are there on a Backgammon board ?	5
2152	2385	2385	2657	What have you not let a tennis ball do if you volley ?	1
2153	2386	2386	2658	Which comic book was not spawned directly from the pulp magazines ?	2
2154	2387	2387	2659	What product is for kids , and not for silly rabbits ?	2
2155	2389	2389	2662	How many frames does a disk camera shoot ?	5
2156	2390	2390	2663	What are the 7 Wonders of the World ?	2
2157	2391	2391	2664	When did Theo Rousseau paint the `` Forest of Fontaine '' ?	5
2158	2392	2392	2666	What is meant by the term `` yield to maturity '' in reference to bonds ?	1
2159	2393	2393	2668	How did the war of 1812 affect Delaware ?	1
2160	2395	2395	2670	What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?	3
2161	2397	2397	2673	Who won the Superbowl in ?	3
2162	2398	2398	2674	What five cards make up a perfect Cribbage hand ?	2
2163	2399	2399	2675	In what year was Gandhi assassinated ?	5
2164	2400	2400	2676	What is the time it takes a typist to type a screenplay that is 100 pages long ?	5
2165	2401	2401	2677	What is the full classification of a lady bug ?	2
2166	2402	2402	2678	What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ?	3
2167	2403	2403	2679	How many pairs of wings does a tsetse fly have ?	5
2168	2404	2404	2680	What was the name of the peace agreement imposed on Germany after World War I ?	2
2169	2405	2405	2681	What 's the fifth-largest country in the world ?	4
2170	2406	2406	2682	How do you box train a cat ?	1
2171	2407	2407	2683	How was Teddy Roosevelt related to FDR ?	1
2172	2408	2408	2684	What newspaper serves Salt Lake City ?	2
2173	2409	2409	2685	The film `` Jaws '' was made in what year ?	5
2174	2410	2410	2686	How does lightning travel ?	1
2175	2411	2411	2688	Who directed Citizen Kane ?	3
2176	2412	2412	2689	What is troilism ?	1
2177	2414	2414	2691	What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?	3
2178	2415	2415	2692	What is HTML ?	0
2179	2416	2416	2694	Whose special bear 's creator was born on January 18 , 1779 ?	3
2180	2417	2417	2695	What high school does Archie attend ?	3
2181	2418	2418	2697	What film was based on the play Everybody Comes to Rick 's ?	2
2182	2419	2419	2698	Why do we call someone `` honey '' ?	1
2183	2420	2420	2700	What television network flogged its sports programming on Inga Nielsen 's body in 197 ?	3
2184	2421	2421	2701	In what country is Lund ?	4
2185	2422	2422	2702	What 's the sequel to Alice 's Adventures in Wonderland ?	2
2186	2423	2423	2703	What is the capital of Seattle ?	4
2187	2424	2424	2704	What Italian leader had a lifelong fear of the evil eye ?	3
2188	2425	2425	2705	What city in Florida is Sea World in ?	4
2189	2426	2426	2706	Who said : `` What contemptible scoundrel stole the cork from my lunch ? ''	3
2190	2427	2427	2707	What 's a water funnel ?	1
2191	2428	2428	2708	What is a fear of worms ?	2
2192	2429	2429	2709	What is a Chinese `` spouting '' bowl ?	1
2193	2430	2430	2710	What does an emperor do ?	1
2194	2431	2431	2711	What president kissed the Queen Mother on the lips ?	3
2195	2432	2432	2712	Where does the tennis star Stefan Edberg come from ?	4
2196	2435	2435	2715	What was Al Capone finally imprisoned for , in 1931 ?	1
2197	2436	2436	2716	What food can I use to catch a possum ?	2
2198	2437	2437	2717	What was Al Capone 's nickname ?	3
2199	2439	2439	2719	What is the largest city in Germany ?	4
2200	2440	2440	2720	What is a fear of cholera ?	2
2201	2442	2442	2723	What New England state carries the telephone area code 27 ?	4
2202	2443	2443	2724	What is an example of a natural acid-base indicator ?	2
2203	2444	2444	2725	In what county is Eckley Colorado ?	4
2204	2445	2445	2727	How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?	5
2205	2446	2446	2728	What is the song Stairway to Heaven by Led Zeppelin about ?	1
2206	2447	2447	2729	How does hair curl ?	1
2207	2448	2448	2730	What are pushed and coupled in hump yards ?	2
2208	2449	2449	2731	How long do hermit crabs live ?	5
2209	2450	2450	2732	What city hosted the first Winter Olympics in Asia ?	4
2210	2451	2451	2733	What is the origin of the first name ` Breony ' ?	1
2211	2452	2452	2735	Who is behind the name of the Harvey Wallbanger drink ?	3
2212	2453	2453	2737	What soft drink not only has its own video game , but was featured in its own Marvel comic book ?	2
2213	2456	2456	2740	What does A&W of root beer fame stand for ?	0
2214	2457	2457	2741	What tennis term is said to come from the French word for egg ?	2
2215	2458	2458	2742	What does a collier mine ?	2
2216	2459	2459	2743	How much money can a person be fined for having a dog on a beach ?	5
2217	2460	2460	2744	What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?	4
2218	2461	2461	2745	What are the ages in comic book lingo ?	2
2219	2462	2462	2746	What kinds of animals are in Cambodia ?	2
2220	2463	2463	2747	What South African producer had a 1988 profit of $836 million ?	3
2221	2464	2464	2748	What American actress was the first to be called a `` vamp '' ?	3
2222	2465	2465	2749	What do the 12 days of Christmas mean ?	1
2223	2466	2466	2750	What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?	2
2224	2467	2467	2751	What date did man first land on the moon ?	5
2225	2468	2468	2753	How many web servers are there ?	5
2226	2469	2469	2754	What 's the last line of Dickens 's A Christmas Carol ?	1
2227	2470	2470	2755	How many trees go into paper making in a year ?	5
2228	2471	2471	2756	Where can I find info on research being done on oilseeds thru genetics ?	4
2229	2472	2472	2758	For what reason did the Shea & Gould law firm close their L.A. office ?	1
2230	2473	2473	2760	What is the difference between a bottle and a jar ?	1
2231	2474	2474	2761	What disease is the second-biggest killer of North Americans ?	2
2232	2475	2475	2762	Where did the Mayan Indians live ?	4
2233	2476	2476	2763	Where was Poe born ?	4
2234	2477	2477	2765	What is a fear of crystals or glass ?	2
2235	2478	2478	2766	Name a product that controls the ripening of apples .	2
2236	2479	2479	2767	How many warmup pitches does a reliever get coming into a baseball game ?	5
2237	2480	2480	2768	Where did Dylan Thomas die ?	4
2238	2481	2481	2769	What common livestock have the greatest variety of breeds ?	2
2239	2482	2482	2770	What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?	2
2240	2483	2483	2771	What disease did August von Wassermann develop a specific test for in 196 ?	2
2241	2484	2484	2772	What card company sells Christmas ornaments ?	3
2242	2485	2485	2773	How do I find out what cities are in a certain area code ?	1
2243	2486	2486	2774	What can communications satellites offer yachts ?	2
2244	2487	2487	2775	How many Fig Newtons are there to the pound ?	5
2245	2488	2488	2776	Who is the premier of China ?	3
2246	2489	2489	2777	What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?	3
2247	2490	2490	2778	How many bones are there in the human hand ?	5
2248	2492	2492	2780	Who was the president of Vichy France ?	3
2249	2493	2493	2781	Whose kidnaping was termed The Crime of the Century ?	3
2250	2494	2494	2782	What is hydrogen ?	1
2251	2496	2496	2784	What was the tallest building in America in 1922 ?	4
2252	2498	2498	2786	What is recruitment interview technique ?	1
2253	2499	2499	2787	How does a hurricane form ?	1
2254	2500	2500	2788	What does the donation process entail ?	1
2255	2501	2501	2789	How far is it from Phoenix to Blythe ?	5
2256	2504	2504	2792	What garment was named for Bradley , Voorhees and Day ?	2
2257	2505	2505	2793	Who first broke the sound barrier ?	3
2258	2506	2506	2795	How many horses are there on a polo team ?	5
2259	2507	2507	2796	What 's destroyed in Genesis 19 : 24 ?	2
2260	2508	2508	2797	What new year is celebrated on February 16th ?	2
2261	2509	2509	2798	What is Occam 's Razor ?	1
2262	2510	2510	2799	Where do the Grimace and Mayor McCheese live ?	4
2263	2511	2511	2800	How long does it take to hike the entire Appalachian Trail ?	5
2264	2512	2512	2801	What role do fruits play in the survival of plants ?	3
2265	2513	2513	2802	Where is the world championship sled dog race held each February ?	4
2266	2514	2514	2803	What are the medical purposes of `` clitoridectomy '' ?	1
2267	2515	2515	2804	How is thalassemia defined ?	1
2268	2516	2516	2805	What 's the name of the Tampa newspaper ?	2
2269	2517	2517	2806	What is a storm surge ?	1
2270	2518	2518	2807	How do you use `` farther '' as opposed to `` further '' ?	1
2271	2519	2519	2808	What was the alternate to VHS ?	2
2272	2520	2520	2809	What is one of the languages of the Sioux ?	2
2273	2521	2521	2812	How is cologne made ?	1
2274	2522	2522	2813	What was the food of the Greek gods called ?	2
2275	2523	2523	2814	What does camera-ready art mean ?	1
2276	2524	2524	2815	How many seats does the Batmobile sport ?	5
2277	2525	2525	2816	How many cards are dealt to each player in Gin Rummy ?	5
2278	2526	2526	2817	What happened to Phillip Taylor Kramer ?	1
2279	2527	2527	2819	What time of year do most people fly ?	5
2280	2528	2528	2821	What is the origin of the Christmas tree ?	1
2281	2529	2529	2822	When is the Thai New Year ?	5
2282	2530	2530	2823	What four tournaments make up tennis ' Grand Slam ?	2
2283	2531	2531	2824	What 1964 film introduced the song My Kind of Town ?	2
2284	2532	2532	2825	Who recorded the 1957 hit Tammy ?	3
2285	2533	2533	2827	In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?	2
2286	2534	2534	2828	What does caliente translate to in English ?	2
2287	2535	2535	2830	How do you determine if a computer monitor has an SVGA adapter ?	1
2288	2536	2536	2831	How far can a human eye see ?	5
2289	2537	2537	2832	What time of year has the most air travel ?	5
2290	2538	2538	2833	What does the term `` spaghetti western '' mean ?	1
2291	2539	2539	2834	When was the G7 group of nations formed ?	5
2292	2541	2541	2836	What baseball player was walked the most times ?	3
2293	2542	2542	2837	What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?	3
2294	2543	2543	2838	What were the first frozen foods ?	2
2295	2544	2544	2839	Why is Indiglo called Indiglo ?	1
2296	2545	2545	2840	What is the word for love of pain or abuse ?	2
2297	2546	2546	2841	When did they canonize the Bible ?	5
2298	2547	2547	2842	Who was the only president to serve two nonconsecutive terms ?	3
2299	2548	2548	2843	What percentage of all world tornados touch down in the US ?	5
2300	2549	2549	2844	What labor leader was last seen in the parking lot of a Michigan restaurant ?	3
2301	2550	2550	2845	When did the Carolingian period begin ?	5
2302	2551	2551	2846	What motto ended Merrie Melodies cartoons ?	1
2303	2553	2553	2848	How many emperors were there in the Roman Empire ?	5
2304	2554	2554	2849	What was the name of `` The Muppets '' creator ?	3
2305	2555	2555	2850	What is Cabarnet Sauvignon ?	1
2306	2557	2557	2852	What 's the name of the tiger that advertises for Frosted Flakes cereal ?	2
2307	2559	2559	2856	What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?	3
2308	2560	2560	2857	What was the name of the first Watergate special prosecutor , later fired by Nixon ?	3
2309	2561	2561	2858	How do movie blues screens work ?	1
2310	2562	2562	2859	How does the speed the magnet spins in a generator affect the output of the generator ?	1
2311	2563	2563	2860	What 's the supreme policy-making bureau of the Soviet Communist Party ?	3
2312	2564	2564	2861	What was the Vietnam War ?	1
2313	2565	2565	2862	What is La Nina ?	1
2314	2566	2566	2863	Why did the Globe Theatre burn down ?	1
2315	2567	2567	2864	On what day were John F and Jackie Kennedy married ?	5
2316	2569	2569	2866	What is meant by blood SED rate ?	1
2317	2570	2570	2867	Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?	3
2318	2571	2571	2868	Who won a Pulitzer Prize for his novel The Caine Mutiny ?	3
2319	2572	2572	2869	What 's the best way to lose the flab under your chin and around your face ?	2
2320	2573	2573	2870	Where is your corpus callosum ?	4
2321	2574	2574	2871	What Broadway musical featured the song , `` If I were a rich man ? ''	2
2322	2575	2575	2872	Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?	3
2323	2576	2576	2873	Why is the development of space so important ?	1
2324	2577	2577	2874	What is the nursery rhyme Rock-a-by Baby about ?	1
2325	2578	2578	2875	When Superman needs to get away from it all , where does he go ?	4
2326	2579	2579	2876	How old is singer Freedy Johnston ?	5
2327	2580	2580	2877	What is the origin of gametophytic tissue ?	1
2328	2581	2581	2878	What does Aaron mean ?	1
2329	2582	2582	2879	What is a fear of hair ?	2
2330	2583	2583	2880	What is the name of the pop singer whose song became the theme song for a brand of catsup ?	3
2331	2584	2584	2881	What is a conifer ?	1
2332	2585	2585	2882	Who claimed to be the world 's most perfectly-developed man ?	3
2333	2586	2586	2883	What is different about the red and black fox ?	1
2334	2587	2587	2884	What is e-commerce ?	1
2335	2588	2588	2885	How do I tie a tie ?	1
2336	2589	2589	2886	Where can I get cotton textiles importer details ?	4
2337	2590	2590	2887	When did Spain and Korea start ambassadorial relations ?	5
2338	2591	2591	2888	What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?	3
2339	2593	2593	2890	How many grooves are on a dime 's edge ?	5
2340	2594	2594	2891	How was the ACLU formed ?	1
2341	2597	2597	2895	What canal does the Thatcher Ferry Bridge span ?	4
2342	2598	2598	2896	What American won the world Grand Prix driving championship in 1978 ?	3
2343	2599	2599	2897	What are the chances of pregnacy if the penis does not penetrate the vagina ?	5
2344	2600	2600	2898	What 's the highest hand in straight poker ?	2
2345	2601	2601	2899	Where can I find a lesson plan for teaching the metric system conversion to American standard ?	4
2346	2602	2602	2900	What is the name of Kevin Costner 's movie about Sioux Indians ?	2
2347	2603	2603	2901	What are Kythnos , Siphnos , Seriphos and Mykonos ?	1
2348	2604	2604	2902	Name a female figure skater .	3
2349	2605	2605	2903	Why are there no white lines on pro footballs ?	1
2350	2606	2606	2904	How long would it take for a $ savings bond to mature ?	5
2351	2607	2607	2905	How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?	1
2352	2608	2608	2906	What did the Congress of Vienna establish ?	2
2353	2609	2609	2907	What is the average cost for four years of medical school ?	5
2354	2611	2611	2909	How many spears are there on Kenya 's flag ?	5
2355	2612	2612	2910	What did Mighty Mouse always sing as he went into action ?	1
2356	2613	2613	2911	Where did George of the Jungle live ?	4
2357	2614	2614	2912	How did Bob Marley die ?	1
2358	2616	2616	2914	What percentage of American men are alcoholic ?	5
2359	2617	2617	2915	Dialing , 900 , 740-TREE to have a tree planted will cost how much ?	5
2360	2619	2619	2917	Who portrayed Carl Bernstein in All the President 's Men ?	3
2361	2620	2620	2918	What are the numbers that fit into Fermont 's last theorem ?	5
2362	2621	2621	2919	Who was Tiny Tim 's father ?	3
2363	2622	2622	2920	What does a heliologist study ?	2
2364	2623	2623	2921	Who was Bonnie Blue Butler 's father ?	3
