	og_sentence	label	aug_sentence
1886	What jockey won 17 Triple Crown races ?	3	Which jockey holds the record for winning 17 Triple Crown races?
1887	What is Greek pita ?	1	What is Greek pita bread?
1888	Who seized power from Milton Obote in 1971 ?	3	Who assumed control of power from Milton Obote in 1971?
1889	What state is Niagara Falls located in ?	4	In which state is Niagara Falls situated?
1890	How hot does the inside of an active volcano get ?	5	At what temperature does the interior of an active volcano reach?
1891	What tools do you use to crewel ?	2	What implements are utilized for crewel work?
1892	What is the name of the American literary era that includes 1896 ?	2	What is the label given to the literary period in America that encompasses the year 1896?
1893	What 's the term for an organism that lives on or in another ?	2	What is the term for an organism that inhabits or resides within another organism?
1894	Where is the Orange Bowl ?	4	In what location can the Orange Bowl be found?
1895	What Scandinavian capital is built on nine bridge-connected islands ?	4	Which capital city in Scandinavia is constructed on nine interconnected islands?
1896	What well-known actor is the father of star Alan Alda ?	3	Who is the renowned actor that is the father of Alan Alda?
1897	What does the name ` Alexandra ' mean ?	1	What is the meaning of the name 'Alexandra'?
1898	What is the size of Argentina ?	5	What is the land area of Argentina?
1899	What would you add to the clay mixture to produce bone china ?	2	To create bone china, what ingredient is added to the clay mixture?
1900	What is leukemia ?	1	What is the definition of leukemia?
1901	What Stephen Sondheim ballad ends : `` Well , maybe next year.. . '' ?	2	"Which Stephen Sondheim song concludes with the lyrics: ""Well, perhaps next year...""?"
1902	How does the tail affect the flight of a kite ?	1	How does the presence of a tail influence the flight characteristics of a kite?
1903	What date is Richard Nixon 's birthday ?	5	When is Richard Nixon's birthday?
1904	What film canine is buried in Pere-Lachaise cemetery in Paris ?	2	Which movie dog is interred at Pere-Lachaise cemetery in Paris?
1905	What percent of world 's fresh water is found in Canada ?	5	What percentage of the world's freshwater is located in Canada?
1906	CNN 's first broadcast occurred on what date ?	5	On what date did CNN first go on the air?
1907	Why are the U.S. presidential elections held in November ?	1	What is the reason behind holding U.S. presidential elections in November?
1908	How many grooves are on a dime ?	5	How many ridges are there on a dime?
1909	What number of American soldiers remain unaccounted from the Vietnam war ?	5	How many American soldiers are still unaccounted for from the Vietnam War?
1910	What is the acronym for the National Bureau of Investigation ?	0	What is the abbreviation used for the National Bureau of Investigation?
1911	What father and son won the Medal of Honor ?	3	Which Medal of Honor recipients include both a father and son?
1912	How many consecutive baseball games did Lou Gehrig play ?	5	How many consecutive baseball games did Lou Gehrig participate in?
1913	Which high schools are included in the South Florida Ice Hockey league ?	3	Which high schools are part of the South Florida Ice Hockey league?
1914	How many different types of skunks are there ?	5	How many distinct species of skunks exist?
1915	Who is the Prophet of Medina ?	3	Who is recognized as the Prophet of Medina?
1916	What is the name of a Salt Lake City newspaper ?	2	What is the title of a newspaper based in Salt Lake City?
1917	What year did Spielberg make `` Jaws '' ?	5	"In what year did Steven Spielberg direct the film ""Jaws""?"
1918	What 's the meaning of the zoological term ruminant ?	1	"What does the term ""ruminant"" refer to in the field of zoology?"
1919	What is the name of the woman who was with John Belushi when he died ?	3	What is the name of the woman who was present with John Belushi at the time of his death?
1920	What is hyperopia ?	1	What is the medical term for farsightedness?
1921	What color Poker chip is usually assigned the lowest value ?	2	Which color of Poker chip is typically assigned the lowest monetary value?
1922	Which produces the longer sperm - an elephant or a mouse ?	2	Between an elephant and a mouse, which species produces longer sperm?
1923	In what book can I find the story of Aladdin ?	2	In which book can I find the tale of Aladdin?
1924	What United States city produces the most oil ?	4	Which city in the United States is the largest producer of oil?
1925	How do you pronounce `` Tzimisce '' ?	1	"How should the word ""Tzimisce"" be pronounced?"
1926	What 's the name of the Tokyo Stock Exchange ?	2	What is the official name of the stock exchange in Tokyo?
1927	What 's the percentage of children aged two through eleven who watch ` 'The Simpsons ' ?	5	"What percentage of children aged two through eleven watch the television show ""The Simpsons""?"
1928	What TV show premiered on January 15 , 1981 ?	2	Which TV show made its debut on January 15, 1981?
1929	What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?	4	Among Western Hemisphere countries, which was the only one to participate in the Russian-led boycott of the 1984 Summer Olympics?
1930	In what part of Africa is Mozambique located ?	4	In which region of Africa is Mozambique situated?
1931	What is the abbreviated term used for the National Bureau of Investigation ?	0	What is the abbreviation commonly used for the National Bureau of Investigation?
1932	What is e-commerce ?	1	What is the definition of e-commerce?
1933	Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?	3	Whose funeral procession traveled from Washington D.C. to Springfield, Illinois?
1934	How did names come about ?	1	How did the practice of naming individuals originate?
1935	What 's the better-known identity of John Merrick , the noble ogre of Victorian England ?	3	By what more familiar name is John Merrick, the esteemed ogre of Victorian England, widely known?
1936	What is her husband 's name ?	3	What is the name of her spouse?
1937	What cigarette company urged us , `` Come to where the flavor is ? ''	3	"Which cigarette company encouraged people to ""Come to where the flavor is""?"
1938	Which of the following did not receive a 1983 `` Outstanding Mother Award '' from the National Mother 's Day Committee ?	3	"Among the options provided, which individual did not receive the ""Outstanding Mother Award"" from the National Mother's Day Committee in 1983?"
1939	What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?	3	Which actress from the TV series Dynasty made her debut with 20th Century-Fox in the film The Virgin Queen?
1940	Where is Poe 's birthplace ?	4	In which location was Edgar Allan Poe born?
1941	What actress holds the record for the most appearances on the cover of Life ?	3	Which actress holds the record for the highest number of appearances on the cover of Life magazine?
1942	What was the first TV set to include a remote control ?	2	Which was the first television set to come with a remote control?
1943	Name the company that used the line , `` Even your best friend won 't tell you '' in its ad ?	3	"Identify the company that used the slogan ""Even your closest friend won't disclose it"" in its advertisement."
1944	How does ultraviolet light damage the DNA of skin cells ?	1	How does ultraviolet light cause damage to the DNA of skin cells?
1945	What was the verdict in the trial of Lizzie Borden ?	1	What was the final decision reached in the trial of Lizzie Borden?
1946	What U.S. President had brothers-in-law in the Confederate army ?	3	Which President of the United States had brothers-in-law serving in the Confederate army?
1947	Who is the Queen of Holland ?	3	Who is the reigning monarch of the Netherlands?
1948	What does the Greek word polis mean , as in Minneapolis ?	1	"What is the meaning of the Greek word ""polis,"" as seen in the name Minneapolis?"
1949	Where can I find detailed information about Manchukuo ?	4	Where can I access comprehensive information about Manchukuo?
1950	What actor learned to play the saxophone and speak Russian for a role in a movie ?	3	Which actor acquired saxophone-playing and Russian-speaking skills for a movie role?
1951	Who says , `` If you don 't look good , we don 't look good '' ?	3	"Who famously declared, ""If you don't look good, we don't look good""?"
1952	Who was Secretary of State during the Nixon administration ?	3	Who served as Secretary of State during the Nixon administration?
1953	How much money does each player get at the beginning of the game in Monopoly ?	5	What is the initial monetary allocation for each player in the game Monopoly?
1954	What state was named the Green Mountain state ?	4	"Which state earned the nickname ""Green Mountain state""?"
1955	What are all the southern states of the United States ?	4	Can you name all the southern states in the United States?
1956	Who is Johnny Carson ?	3	Who is famously known as Johnny Carson?
1957	What does 7847+5943 equal ?	5	What is the sum of 7847 and 5943?
1958	Why do the chickenpoxs last so long ?	1	What is the reason for the prolonged duration of chickenpox?
1959	What is Dick Clark 's date of birth ?	5	When is Dick Clark's date of birth?
1960	What does the name `` Sheri '' mean ?	1	"What is the meaning of the name ""Sheri""?"
1961	What is the only primate to lack pigment in the palms of its hands ?	2	Among primates, which species has unpigmented palms?
1962	What tale has the moral : `` He who wants everything gets nothing '' ?	2	"Which story conveys the moral lesson: ""Those who desire everything end up with nothing""?"
1963	What U.S. university boasts the largest library ?	3	Which university in the United States has the largest library?
1964	In which year was the cartoon character Chilly Willy created ?	5	During which year was the animated character Chilly Willy introduced?
1965	What do Japanese school uniforms look like ?	1	How are Japanese school uniforms typically designed?
1966	Where can I find the history of the Taiwanese language ?	4	Where can I access information about the history of the Taiwanese language?
1967	What state is Mount McKinley in ?	4	In which state is Mount McKinley located?
1968	How did people respond to the idea of the first millenium ?	1	How did people react to the concept of the first millennium?
1969	Which classical Spanish writer said `` All that glitters is not gold '' ?	3	"Which renowned Spanish writer coined the phrase ""All that glitters is not gold""?"
1970	What is swap math ?	1	"What does the term ""swap math"" refer to?"
1971	What is hypnotherapy ?	1	What is the definition of hypnotherapy?
1972	What is RCD ?	0	What does RCD stand for?
1973	How large is Missouri 's population ?	5	What is the approximate population of Missouri?
1974	Which cats pursued Tweety Pie in his first cartoon appearance ?	2	Which feline characters chased Tweety Pie in his initial cartoon debut?
1975	What is the biblical meaning of ` stones ' ?	1	"What is the symbolic significance of ""stones"" in the Bible?"
1976	Which organization is the Security Council a part of ?	3	Which international body includes the Security Council?
1977	When was the internal combustion engine developed ?	5	During which period was the internal combustion engine invented?
1978	How can I find out my biorhythm ?	1	How can I determine my biorhythm?
1979	Who painted `` Soft Self-Portrait with Grilled Bacon '' ?	3	"Who is the artist behind the painting ""Soft Self-Portrait with Grilled Bacon""?"
1980	What company markets a shampoo `` for brunettes only '' ?	3	Which company specializes in a shampoo designed exclusively for people with brown hair?
1981	What is a fear of touching ?	2	What is the term for an intense fear of physical contact?
1982	Who killed Caesar ?	3	Who was responsible for the assassination of Julius Caesar?
1983	Where is Kings Canyon ?	4	In which location can Kings Canyon be found?
1984	Why are organ transplants more successful today ?	1	What factors contribute to the increased success rate of organ transplants in modern times?
1985	Which is the most-used computer program ?	2	Which computer program is the most widely utilized?
1986	What animal has the best hearing ?	2	Among animals, which species possesses the most acute sense of hearing?
1987	What time does Wee Willie Winkie run through the town ?	5	At what time does the character Wee Willie Winkie run through the town?
1988	What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?	5	In which chapter of Gone with the Wind does Rhett Butler depart from Scarlett O'Hara?
1989	What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?	5	What was the approximate sum of money embezzled by former Philippine dictator Marcos from the national treasury?
1990	What film featured Shirley MacLaine as a prostitute and Jack Lemmon as a pimp ?	2	In which movie did Shirley MacLaine portray a sex worker and Jack Lemmon play a brothel manager?
1991	What Asian country once thrilled to the sport of cricket fighting ?	4	In which Asian nation was the traditional activity of cricket fighting popular?
1992	Who is Count Cinzano ?	3	Who is the individual known as Count Cinzano?
1993	Who 's won the most Oscars for costume design ?	3	Which person has received the highest number of Academy Awards for costume design?
1994	What Ernest Hemingway novel had the working title Fiesta ?	2	What was the original title of the Ernest Hemingway novel later known as Fiesta?
1995	What color of Monopoly properties are landed on most often ?	2	Which color group of properties in the game Monopoly are most frequently landed on?
1996	Which Beatles disc cover honors the Rolling Stones ?	2	Which album cover by The Beatles pays tribute to The Rolling Stones?
1997	What is the average life expectancy of a male in Ireland in 1996 ?	5	What was the average life expectancy for males in Ireland in the year 1996?
1998	What is `` Vocal Sampling '' ?	1	"What is the meaning of the term ""Vocal Sampling""?"
1999	How do windmills work ?	1	How do windmills operate or function?
2000	What ocean liner burned and sank in Hong Kong harbor ?	2	Which ship caught fire and sank in the harbor of Hong Kong?
2001	What city is near the mouth of the Amazon ?	4	Which city is located near the mouth of the Amazon River?
2002	What U.S. vice-president once declared : `` If you 've seen one slum , you 've seen them all '' ?	3	"Which former U.S. vice-president famously stated, ""If you've seen one slum, you've seen them all""?"
2003	Who wrote The Red Badge of Courage ?	3	"Who is the author of the novel ""The Red Badge of Courage""?"
2004	What money was used by them ?	2	What currency did they use?
2005	What color , s , appear on boxes of Kodak film ?	2	Which colors are displayed on boxes of Kodak film?
2006	Where did the Inuits live ?	4	In which region did the Inuit people reside?
2007	What is the origin of the word trigonometry ?	1	"What is the etymology of the term ""trigonometry""?"
2008	What is Compaq 's mission statement ?	1	What is the mission statement of Compaq?
2009	What was the name of the 1899 policy forced on China by which all nations had equal trading rights ?	2	What was the name of the policy imposed on China in 1899, granting equal trading rights to all nations?
2010	What British monarch 's lap did P.T. Barnum 's Tom Thumb sit in ?	3	Whose lap did Tom Thumb, a performer of P.T. Barnum, sit on among British monarchs?
2011	How did Rocky Marciano die ?	1	What was the cause of Rocky Marciano's death?
2012	Who invented the road traffic cone ?	3	Who is credited with inventing the road traffic cone?
2013	What is the name of Joan Jett 's band ?	3	What is the name of the band led by Joan Jett?
2014	Which of the following people is not associated with Andy Warhol ?	3	Which person among the following is not associated with Andy Warhol?
2015	What does Visine get out ?	2	What is the purpose or effect of using Visine?
2016	What civilization invented the arch ?	3	Which ancient civilization first developed the concept of the arch?
2017	What is an example of a famous rock band from the sixties ?	3	Can you provide an example of a famous rock band from the 1960s?
2018	What former royal palace has served as a granary , prison , arsenal , leper colony , mint , telegraph station and whorehouse before becoming an art museum ?	4	What former royal palace had various uses such as a granary, prison, arsenal, leper colony, mint, telegraph station, and brothel before being converted into an art museum?
2019	Where was `` I have fallen , and I can 't get up '' said first ?	4	"In what context or situation was the phrase ""I have fallen, and I can't get up"" first uttered?"
2020	What president 's ghost is said to haunt the White House ?	3	Which president is rumored to have his spirit lingering in the White House?
2021	What are the names of Jack 's original roommates on Three 's Company ?	3	Can you provide the names of Jack's original roommates on the show Three's Company?
2022	What is the definition of hazmat ?	1	How would you define hazmat?
2023	How many URL extensions are there ? and what are they ?	5	How many types of URL extensions exist, and could you list them?
2024	Where did the Wright brothers make their first flight ?	4	In what location did the Wright brothers conduct their initial flight?
2025	Who won the Battle of Gettysburg ?	3	Who emerged as the victor in the Battle of Gettysburg?
2026	What do you get by mixing gin and vermouth ?	2	What is the resulting mixture when gin and vermouth are combined?
2027	What is the snowiest city in the U.S. ?	4	Which city in the United States experiences the highest amount of snowfall?
2028	What is crabgrass ?	1	How would you define crabgrass?
2029	What book opens : `` At a certain village in La Mancha , which I shall not name.. . '' ?	2	"Which book begins with the line: ""In a certain village in La Mancha, the name of which I do not care to remember...""?"
2030	Who is Stephen Hawking ?	3	Can you provide information about Stephen Hawking's identity?
2031	What does SHIELD stand for ?	0	Can you expand on the meaning of the acronym SHIELD?
2032	How do you say , `` I love you '' in other languages ?	2	"How can you express the phrase ""I love you"" in various languages?"
2033	What is The Gay Science ?	1	What is the definition or nature of The Gay Science?
2034	Why is Jane Goodall famous ?	1	What is the reason behind Jane Goodall's fame?
2035	What is the chemical reactivity of helium ?	5	What is the reactivity level of helium in terms of its chemical properties?
2036	The name of the actor who played the detective in the film Kindergarden Cop is what ?	3	What is the name of the actor who portrayed the detective in the movie Kindergarten Cop?
2037	What is main reason for that electric vehicles can 't be popular nowadays ?	1	What is the primary factor preventing the widespread popularity of electric vehicles in the present time?
2038	What is the difference between optical and digital video ?	1	How does optical video differ from digital video?
2039	What clause in the U.S. Constitution may not be changed , altered or amended ?	1	Which clause in the U.S. Constitution is considered unalterable or unamendable?
2040	What 's new in the postal world in 1999 ?	1	What developments or updates occurred in the postal industry during the year 1999?
2041	What actor came to dinner in Guess Who 's Coming to Dinner ?	3	Which actor made an appearance as a guest in the film Guess Who's Coming to Dinner?
2042	What is the difference between the anus and the rectum ?	1	What sets apart the anus from the rectum anatomically?
2043	What is the difference between college and graduate school ?	1	How does college differ from graduate school?
2044	How do I change a file from an ART file to a JPEG or Bitmap file ?	1	What steps should I take to convert an ART file into a JPEG or Bitmap file?
2045	What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?	1	"What message is Franz Kafka attempting to convey in his short story ""A Country Doctor""?"
2046	What engineer invented the pull-tab can ?	3	Who is the engineer credited with inventing the pull-tab can?
2047	When do you plant winter wheat ?	5	When is the appropriate time to sow winter wheat?
2048	How many counties are in Indiana ?	5	How many counties are there in the state of Indiana?
2049	Which college did Dikembe Mutombo attend ?	3	Which college did Dikembe Mutombo attend for his education?
2050	Who was the first black woman to star in the Folies Bergeres ?	3	Can you provide the name of the first African-American woman who took the lead role in the Folies Bergeres?
2051	What Aesop 's fable has the moral : `` The race is not always to the swift. Slow and steady is bound to win '' ?	2	"Which Aesop's fable conveys the moral lesson that ""The race is not always won by the fastest. Slow and steady is sure to triumph""?"
2052	What famed strip of land is a 15-minute boat trip across the Venetian Lagoon from Venice ?	4	Which renowned strip of land can be reached by a 15-minute boat ride across the Venetian Lagoon from Venice?
2053	How is water treated to make it safe to drink ?	1	What processes are involved in treating water to ensure its safety for consumption?
2054	What is a hydrogen bond ?	1	How would you define a hydrogen bond?
2055	What is the exchange rate between England and the U.S. ?	5	What is the current exchange rate between England and the United States?
2056	What is the protection rate of using condoms ?	5	What is the effectiveness rate of condom usage as a form of protection?
2057	Which continent has the most roses ?	4	Among all the continents, which one is known for having the largest number of roses?
2058	What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?	2	Which Russian novel, set during the Napoleonic Wars, features over five central characters?
2059	How do you write a correct critical analysis of a poem ?	1	What are the key steps to writing a proper critical analysis of a poem?
2060	How do I check if my modem is v.9 compatible ?	1	What steps should I take to determine if my modem is compatible with the v.9 standard?
2061	What is your favorite color ?	2	Which color do you consider to be your favorite?
2062	What is the longest chemical name , consisting of 35 letters ?	2	Which chemical name holds the record for being the longest, spanning 35 letters?
2063	How many corners does a spritsail have ?	5	How many corners does a spritsail possess?
2064	What bottled-up TV character was born in Baghdad ?	3	Which television character, known for bottling up emotions, was born in Baghdad?
2065	What is a multiplexer ?	1	Can you explain the concept of a multiplexer?
2066	What credit card features a centurion on its face ?	2	Which credit card showcases a centurion on its front side?
2067	What are the four largest mountain ranges on the Asian continent ?	4	What are the names of the four largest mountain ranges found on the Asian continent?
2068	What does caliente mean , in English ?	1	"In English, what is the translation of the word ""caliente""?"
2069	What is the mission of Nike ?	2	What is the mission or purpose of Nike as a company?
2070	How far can you see ?	5	What is the maximum distance that one can perceive with their vision?
2071	What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7 , 1989 ?	2	Which Russian nuclear-powered submarine sank in the Norwegian Sea on April 7, 1989?
2072	Why can 't you taste anything when you have a cold ?	1	What is the reason behind the loss of taste during a cold?
2073	Where in the Bible does it tell about Jesus Christ 's brothers and sisters ?	4	In which section of the Bible is the mention of Jesus Christ's siblings found?
2074	What country boasts the southernmost point in continental Europe ?	4	Which country can claim the southernmost point within continental Europe?
2075	When did Nostradamus believe World War III would begin ?	5	According to Nostradamus, when was the predicted commencement of World War III?
2076	What is so powerful about Power Bars ?	1	What attributes make Power Bars particularly potent or effective?
2077	What do the Japanese call Japan ?	2	What is the term used by the Japanese to refer to their own country?
2078	What country was Brian Boru an 11th-century king of ?	4	Which country was ruled by Brian Boru, an 11th-century king?
2079	What happens when a body part falls asleep ?	1	"What occurs when a body part experiences a tingling or numb sensation commonly known as ""falling asleep""?"
2080	Who asked the musical question : `` Have you ever been to electric lady land ? ''	3	"Which individual posed the musical query: ""Have you ever visited Electric Lady Land?"""
2081	What is June 's birthstone ?	1	What gemstone is associated with the month of June as its birthstone?
2082	Who played the part of the Godfather in the movie , ` The Godfather ' ?	3	"Who portrayed the character of the Godfather in the film ""The Godfather""?"
2083	When was London 's Docklands Light Railway constructed ?	5	During which period was London's Docklands Light Railway constructed?
2084	Who invented the Wonderbra ?	3	Who is credited with inventing the Wonderbra?
2085	What is the origin of the proverb `` A stitch in time saves nine '' ?	1	"What is the historical origin of the proverb ""A stitch in time saves nine""?"
2086	Why is Thanksgiving on a Thursday ?	1	What is the reason behind Thanksgiving always being observed on a Thursday?
2087	How do telephones work ?	1	Can you explain the functioning mechanism of telephones?
2088	What 's the main vegetable in vichyssoise ?	2	In vichyssoise, what is the primary vegetable used?
2089	How long did the Charles Manson murder trial last ?	5	How long did the Charles Manson murder trial endure?
2090	Who owns the St. Louis Rams ?	3	Who is the current owner of the St. Louis Rams football team?
2091	What beer tells us , `` Grab all the gusto you can get . '' ?	2	"Which beer brand delivers the message: ""Seize every opportunity for enjoyment""?"
2092	What is the geographical center of the US including Alaska and Hawaii ?	4	What location serves as the geographical midpoint of the United States, taking into account Alaska and Hawaii?
2093	Which side of the face do most artists tend to show more of in self-portraits ?	2	In self-portraits, which side of the face do most artists tend to emphasize?
2094	What is diabetes ?	1	How would you define the medical condition known as diabetes?
2095	When do MORMONS believe Christ was born ?	5	According to MORMONS, during which period do they believe Christ was born?
2096	What is a fear of punishment ?	2	What term describes the fear or anxiety associated with the anticipation of punishment?
2097	What is average salary of restaurant manager in United States ?	5	What is the typical salary range for a restaurant manager in the United States?
2098	What comic strip sometimes features a mailman named Beasley ?	2	In which comic strip does a recurring character named Beasley work as a mailman?
2099	What device provided a new way to listen to music in 1963 ?	2	Which device introduced a new method for listening to music in 1963?
2100	On average , how long time does it take to type a screenplay ?	5	Typically, how much time is required, on average, to complete the process of typing a screenplay?
2101	What does the abbreviation IOC stand for ?	0	What is the full form of the abbreviation IOC?
2102	What 's a short ton ?	1	How would you define a short ton?
2103	How long do cardinal eggs incubate ?	5	What is the average incubation period for cardinal eggs?
2104	What two body parts grow all your life ?	2	Which two body parts continue to grow throughout a person's lifetime?
2105	What Texas surgeon performed the first artificial heart transplant ?	3	Which surgeon from Texas performed the pioneering artificial heart transplant?
2106	What country has the port of Haifa ?	4	Which country possesses the port of Haifa?
2107	What is the main ingredient of yogurt ?	2	What is the primary ingredient used in the preparation of yogurt?
2108	What is the recipe for Eggs Benedict ?	2	Can you provide the recipe for Eggs Benedict?
2109	What is the address for the main government office in Rome , Italy ?	4	What is the address of the main government office in Rome, Italy?
2110	What is the electronic device used to produce visual displays corresponding to electric signals ?	2	What is the name of the electronic device that generates visual displays corresponding to electrical signals?
2111	What is goldenseal ?	1	How would you define goldenseal?
2112	Who made the most appearances in the center square on Hollywood Squares ?	3	Among the contestants, who holds the record for the highest number of appearances in the center square on Hollywood Squares?
2113	What is the chemical composition of a Barbie ?	2	What is the chemical makeup or composition of a Barbie doll?
2114	How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?	5	Out of every 10 members in the Rodeo Cowboys Association, how many have never worked on a ranch?
2115	What is Tetrinet ?	1	Can you provide an explanation of Tetrinet?
2116	What is the longest English word that can be formed using just the first row of letters on a typewriter ?	2	Which is the longest English word that can be formed using only the letters from the first row on a typewriter keyboard?
2117	What is Chiricahua the name of ?	2	"What is the significance or reference of the term ""Chiricahua""?"
2118	What 's the green variety of beryl called ?	2	What is the specific name given to the green variety of beryl?
2119	What was the name of Captain Bligh 's ship ?	2	What was the name of the ship commanded by Captain Bligh?
2120	Which is heavier - cream or milk ?	2	When comparing cream and milk, which one has a greater weight?
2121	Where is Romania located ?	4	In which geographical location can Romania be found?
2122	How many films are made by the major studios in a year ?	5	What is the approximate number of films produced annually by the major studios?
2123	How many small businesses are there in the U.S .	5	How many small businesses exist within the United States?
2124	What city did the Mormons establish as their headquarters in 1847 ?	4	Which city did the Mormons select as their headquarters in the year 1847?
2125	What is amezaiku ?	1	Can you explain the concept of amezaiku?
2126	What two countries are linked by the Brenner Pass ?	4	Which two countries are connected by the Brenner Pass?
2127	What new games are available for Nintendo 64 ?	2	What are some of the recently released games for Nintendo 64?
2128	Mississippi has what name for a state nickname ?	4	What nickname does the state of Mississippi go by?
2129	What is the predominant color of the Tab label ?	2	What color dominates the Tab label design?
2130	What U.S. city was named for St. Francis of Assisi ?	4	Which city in the United States was given the name of St. Francis of Assisi?
2131	How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ?	5	What will be the power output, in megawatts, of the Indonesian power project constructed by a consortium led by Mission Energy of the United States?
2132	What is the definition of `` chancery '' file in real estate ?	1	"How would you define a ""chancery"" file in the context of real estate?"
2133	Who is the sexiest women in the world ?	3	Who is considered to be the most attractive woman in the world?
2134	What day is known as the `` national day of prayer '' ?	5	"Which specific day is recognized as the ""national day of prayer""?"
2135	Where can I get a photograph of professor Randolph Quirk ?	4	Where can I find a photograph of Professor Randolph Quirk?
2136	Who was the supreme god of Germanic religion ?	3	In Germanic religion, who held the status of the supreme god?
2137	How do you handle a hungry man ?	1	What is the recommended approach for dealing with a hungry man?
2138	Who 's played the most games for the New York Yankees ?	3	Who holds the record for playing the highest number of games as a member of the New York Yankees?
2139	What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ?	3	"Which television character famously said, ""One of these days, Alice, pow, right in the kisser""?"
2140	What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?	3	Can you provide the name of the Indian individual who defeated Mrs. Gandhi in the 1977 election to become the prime minister?
2141	What are the conjugations of wake and woke ?	2	"What are the different verb forms for ""wake"" and ""woke""?"
2142	What was Einstein 's IQ ?	5	Do you happen to know the IQ score of Albert Einstein?
2143	Name the first Russian astronaut to do a spacewalk .	3	Who was the first Russian astronaut to perform a spacewalk?
2144	What are John C. Calhoun and Henry Clay known as ?	2	By what names are John C. Calhoun and Henry Clay commonly recognized?
2145	How many real fruit juices are there in a can of Hawaiian Punch ?	5	In a can of Hawaiian Punch, how many varieties of real fruit juices are included?
2146	What is the abbreviation of the National Bureau of Investigation ?	0	What is the abbreviation used for the National Bureau of Investigation?
2147	What lake is the source of the White Nile ?	4	Which lake serves as the origin of the White Nile?
2148	Garry Kasparov plays what game ?	2	Which game is played by Garry Kasparov?
2149	What is Zionism ?	1	What is the concept or ideology behind Zionism?
2150	What cable network bills itself as `` the family entertainer '' ?	3	"Which cable network promotes itself as ""the ultimate source of family entertainment""?"
2151	How many points are there on a Backgammon board ?	5	How many points are present on a Backgammon board?
2152	What have you not let a tennis ball do if you volley ?	1	What should you avoid letting a tennis ball do when you volley?
2153	Which comic book was not spawned directly from the pulp magazines ?	2	Among comic books, which one did not directly emerge from pulp magazines?
2154	What product is for kids , and not for silly rabbits ?	2	Which product is specifically intended for children and not for silly rabbits?
2155	How many frames does a disk camera shoot ?	5	How many frames can a disk camera capture?
2156	What are the 7 Wonders of the World ?	2	Can you name the seven wonders of the world?
2157	When did Theo Rousseau paint the `` Forest of Fontaine '' ?	5	"During which period did Theo Rousseau paint the artwork titled ""Forest of Fontaine""?"
2158	What is meant by the term `` yield to maturity '' in reference to bonds ?	1	"What does the term ""yield to maturity"" indicate when referring to bonds?"
2159	How did the war of 1812 affect Delaware ?	1	How did the War of 1812 impact the state of Delaware?
2160	What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?	3	Which President was intended to be placed in the vacant crypt beneath the rotunda of the capital but never actually interred there?
2161	Who won the Superbowl in ?	3	Who emerged as the winner of the Super Bowl in [specific year]?
2162	What five cards make up a perfect Cribbage hand ?	2	Which five cards are required to form a perfect Cribbage hand?
2163	In what year was Gandhi assassinated ?	5	During which year was Mahatma Gandhi assassinated?
2164	What is the time it takes a typist to type a screenplay that is 100 pages long ?	5	What is the average duration it takes for a typist to complete typing a 100-page screenplay?
2165	What is the full classification of a lady bug ?	2	Can you provide the complete classification of a ladybug?
2166	What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ?	3	Which Hungarian cardinal served as both a political prisoner and later sought refuge in the U.S. embassy from 1956 to 1971?
2167	How many pairs of wings does a tsetse fly have ?	5	How many pairs of wings does a tsetse fly possess?
2168	What was the name of the peace agreement imposed on Germany after World War I ?	2	What was the name of the peace treaty imposed on Germany following World War I?
2169	What 's the fifth-largest country in the world ?	4	Which country ranks as the fifth-largest in terms of land area?
2170	How do you box train a cat ?	1	What are the steps involved in training a cat to use a litter box?
2171	How was Teddy Roosevelt related to FDR ?	1	What was the familial relationship between Teddy Roosevelt and FDR?
2172	What newspaper serves Salt Lake City ?	2	Which newspaper serves the city of Salt Lake City?
2173	The film `` Jaws '' was made in what year ?	5	"In what year was the movie ""Jaws"" produced?"
2174	How does lightning travel ?	1	How does the phenomenon of lightning travel or propagate?
2175	Who directed Citizen Kane ?	3	"Who was the director of the film ""Citizen Kane""?"
2176	What is troilism ?	1	"Can you explain the meaning or definition of the term ""troilism""?"
2177	What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?	3	What is the nickname of the famous aviator who mistakenly flew to Ireland instead of Los Angeles?
2178	What is HTML ?	0	How would you define HTML (Hypertext Markup Language)?
2179	Whose special bear 's creator was born on January 18 , 1779 ?	3	Whose creator of a special bear was born on January 18, 1779?
2180	What high school does Archie attend ?	3	Which high school does Archie attend as a student?
